,Continent,Country,State,City
72,Europe,Austria-Hungary,missing,Vienna
73,Europe,Austria-Hungary,missing,Vienna
74,Europe,Austria-Hungary,missing,Trhova Kamenice
75,Europe,Austria-Hungary,missing,St. Thomas
76,Europe,Austria-Hungary,missing,Sanok
77,Europe,Austria-Hungary,missing,Radautz
78,Europe,Austria-Hungary,missing,Meran
79,Europe,Austria-Hungary,missing,Liska
80,Europe,Austria-Hungary,missing,Linz
81,Europe,Austria-Hungary,missing,Itzkany
82,Europe,Austria-Hungary,missing,Guns
83,Europe,Austria-Hungary,missing,Czernowitz
84,Europe,Austria-Hungary,missing,Budapest
85,Europe,Austro-Hungarian Empire,missing,Cracow
86,Europe,Azores,missing,Fayal
87,North America,Bahamas,missing,Nassau
88,Europe,Belgium,missing,Uccle
89,Europe,Belgium,missing,Turnhout
90,Europe,Belgium,missing,Tournai
91,Europe,Belgium,missing,Schaerbeek
92,Europe,Belgium,missing,Namur
93,Europe,Belgium,missing,Mechelen
94,Europe,Belgium,missing,Liege
95,Europe,Belgium,missing,Lessines
96,Europe,Belgium,missing,Ichteghem
97,Europe,Belgium,missing,Ghent
98,Europe,Belgium,missing,Feluy-Ardennes
99,Europe,Belgium,missing,Courtrai
100,Europe,Belgium,missing,Brussels
101,Europe,Belgium,missing,Brussels
102,Europe,Belgium,missing,Brussels
103,Europe,Belgium,missing,Brussels
104,Europe,Belgium,missing,Brussels
105,Europe,Belgium,missing,Brussels
106,Europe,Belgium,missing,Brussels
107,Europe,Belgium,missing,Brussels
108,Europe,Belgium,missing,Brussels
109,Europe,Belgium,missing,Brussels
110,Europe,Belgium,missing,Brussels
111,Europe,Belgium,missing,Brussels
112,Europe,Belgium,missing,Brussels
113,Europe,Belgium,missing,Brussels
114,Europe,Belgium,missing,Bruges
115,Europe,Belgium,missing,Bruges
116,Europe,Belgium,missing,Boom
117,Europe,Belgium,missing,Aywaille
118,Europe,Belgium,missing,Antwerp
119,Europe,Belgium,missing,Antwerp
120,Europe,Belgium,missing,Antwerp
121,Europe,Belgium,missing,Antwerp
122,Europe,Belgium,missing,Antwerp
123,Europe,Belgium,missing,Antwerp
124,Europe,Belgium,missing,Antwerp
125,Europe,Belgium,missing,Antwerp
126,Europe,Belgium,missing,Antwerp
127,Europe,Belgium,missing,Antwerp
128,Europe,Belgium,missing,Antwerp
129,Europe,Belgium,missing,Antwerp
130,Europe,Belgium,missing,Antwerp
131,Europe,Belgium,missing,Antwerp
132,Europe,Belgium,missing,Antwerp
133,Europe,Belgium,missing,Antwerp
134,Europe,Belgium,missing,Antwerp
135,Europe,Belgium,missing,Antwerp
136,Europe,Belgium,missing,Antwerp
137,Europe,Belgium,missing,Antwerp
138,Europe,Bohemia,missing,Vlachovo Brezi
139,Europe,Bohemia,missing,Kourim
140,Europe,Bohemia,missing,missing
141,South America,Bolivia,missing,La Paz
142,South America,Brazil,missing,Sao Paulo
143,South America,Brazil,missing,Sao Paulo
144,South America,Brazil,missing,Sao Paulo
145,South America,Brazil,missing,Rio de Janeiro
146,South America,Brazil,missing,Rio de Janeiro
147,South America,Brazil,missing,Rio de Janeiro
148,South America,Brazil,missing,Ponta Pora
149,Europe,Bulgaria,missing,Vidin
150,Europe,Bulgaria,missing,Varna
151,Europe,Bulgaria,missing,Gabrovo
152,Europe,Bulgaria,missing,missing
153,Asia,Cambodia,missing,missing
154,North America,Canada,Alberta,Cardston
155,North America,Canada,Alberta,Calgary
156,North America,Canada,Alberta,Calgary
157,North America,Canada,British Columbia,Vancouver
158,North America,Canada,British Columbia,Vancouver
159,North America,Canada,British Columbia,Fernie
160,North America,Canada,Manitoba,Winnipeg
161,North America,Canada,Manitoba,Winnepeg
162,North America,Canada,Manitoba,Lauder
163,North America,Canada,New Brunswick,St. John
164,North America,Canada,New Brunswick,St. Andrews
165,North America,Canada,New Brunswick,St. Andrews
166,North America,Canada,New Brunswick,missing
167,North America,Canada,Nova Scotia,Somerset
168,North America,Canada,Nova Scotia,Round Hill
169,North America,Canada,Nova Scotia,Hebron
170,North America,Canada,Nova Scotia,Halifax
171,North America,Canada,Nova Scotia,Halifax
172,North America,Canada,Nova Scotia,Halifax
173,North America,Canada,Nova Scotia,Halifax
174,North America,Canada,Nova Scotia,Halifax
175,North America,Canada,Nova Scotia,Grand Passage
176,North America,Canada,Ontario,Winnipeg
177,North America,Canada,Ontario,Whitby
178,North America,Canada,Ontario,Toronto
179,North America,Canada,Ontario,Toronto
180,North America,Canada,Ontario,Toronto
181,North America,Canada,Ontario,Toronto
182,North America,Canada,Ontario,Toronto
183,North America,Canada,Ontario,Toronto
184,North America,Canada,Ontario,Toronto
185,North America,Canada,Ontario,Toronto
186,North America,Canada,Ontario,Toronto
187,North America,Canada,Ontario,Toronto
188,North America,Canada,Ontario,Toronto
189,North America,Canada,Ontario,Tillsonburg
190,North America,Canada,Ontario,St. Catharines
191,North America,Canada,Ontario,Sandwich
192,North America,Canada,Ontario,Saint Catherine's
193,North America,Canada,Ontario,Port Hope
194,North America,Canada,Ontario,Picton
195,North America,Canada,Ontario,Ottawa
196,North America,Canada,Ontario,Niagara Falls
197,North America,Canada,Ontario,Niagara Falls
198,North America,Canada,Ontario,London
199,North America,Canada,Ontario,Listowel
200,North America,Canada,Ontario,Kawehnoke
201,North America,Canada,Ontario,Hamilton
202,North America,Canada,Ontario,Hamilton
203,North America,Canada,Ontario,Guelph
204,North America,Canada,Ontario,Cornwall Island
205,North America,Canada,Ontario,Bozanquit
206,North America,Canada,Ontario,Ayr
207,North America,Canada,Ontario,Almonte
208,North America,Canada,Prince Edward Island,Charlottetown
209,North America,Canada,Quebec,Quebec
210,North America,Canada,Quebec,Philipsburg
211,North America,Canada,Quebec,Montreal
212,North America,Canada,Quebec,Montreal
213,North America,Canada,Quebec,Montreal
214,North America,Canada,Quebec,Montreal
215,North America,Canada,Quebec,Montreal
216,North America,Canada,Quebec,Montreal
217,North America,Canada,Quebec,Montreal
218,North America,Canada,Quebec,Montreal
219,North America,Canada,Quebec,Montreal
220,North America,Canada,Quebec,Montreal
221,North America,Canada,Quebec,Montreal
222,North America,Canada,Quebec,Ile d' Orleans
223,North America,Canada,Saskatchewan,Saskatoon
224,North America,Canada,Saskatchewan,Moose Jaw
225,North America,Canada,Saskatchewan,Macklin
226,North America,Canada,Saskatchewan,Arcola
227,North America,Canada,missing,Toronto
228,North America,Canada,missing,Quebec
229,North America,Canada,missing,New Brunswick
230,North America,Canada,missing,Montreal
231,North America,Canada,missing,Longue Pointe
232,North America,Canada,missing,Laval
233,South America,Chile,missing,Valparaiso
234,South America,Chile,missing,Santiago de Chile
235,South America,Chile,missing,Santiago de Chile
236,South America,Chile,missing,Santiago
237,South America,Chile,missing,Santiago
238,South America,Chile,missing,Santiago
239,South America,Chile,missing,Santiago
240,South America,Chile,missing,Santiago
241,South America,Chile,missing,ChillÃÂ¡n
242,South America,Chile,missing,missing
243,South America,Chile,missing,missing
244,Asia,China,missing,Wusih
245,Asia,China,missing,Wu Ching
246,Asia,China,missing,Tientsin
247,Asia,China,missing,Tientsin
248,Asia,China,missing,Swatow
249,Asia,China,missing,Shanghai
250,Asia,China,missing,Shanghai
251,Asia,China,missing,Shanghai
252,Asia,China,missing,Shanghai
253,Asia,China,missing,Peking
254,Asia,China,missing,Peking
255,Asia,China,missing,Hoy Ping
256,Asia,China,missing,Hong Kong
257,Asia,China,missing,Hong Kong
258,Asia,China,missing,Changchun
259,Asia,China,missing,Canton
260,Asia,China,missing,Canton
261,Asia,China,missing,Canton
262,Asia,China,missing,Canton
263,Asia,China,missing,Canton
264,Asia,China,missing,Amoy
265,Asia,China,missing,missing
266,Asia,China,missing,missing
267,Asia,China,missing,missing
268,South America,Colombia,missing,Bogata
269,North America,Cuba,Matanzas,Cidra
270,North America,Cuba,Province of Havana,Marianao
271,North America,Cuba,Province of Matanzas,La Vega
272,North America,Cuba,missing,Sagua la Grande
273,North America,Cuba,missing,Ranchuelo
274,North America,Cuba,missing,Havana
275,North America,Cuba,missing,Havana
276,North America,Cuba,missing,Havana
277,North America,Cuba,missing,Havana
278,North America,Cuba,missing,Havana
279,North America,Cuba,missing,Havana
280,North America,Cuba,missing,Havana
281,North America,Cuba,missing,Havana
282,North America,Cuba,missing,Havana
283,North America,Cuba,missing,Havana
284,North America,Cuba,missing,Havana
285,North America,Cuba,missing,Havana
286,North America,Cuba,missing,Havana
287,North America,Cuba,missing,Havana
288,North America,Cuba,missing,Havana
289,North America,Cuba,missing,Havana
290,North America,Cuba,missing,Havana
291,North America,Cuba,missing,Havana
292,North America,Cuba,missing,Cienfuegos
293,North America,Cuba,missing,CamagÃÂ¼ey
294,North America,Cuba,missing,Camaguey
295,North America,Cuba,missing,Camaguey
296,North America,Cuba,missing,Camaguey
297,Europe,Czechoslovakia,missing,Vrchlabi
298,Europe,Czechoslovakia,missing,Prague
299,Europe,Czechoslovakia,missing,Prague
300,Europe,Czechoslovakia,missing,Prague
301,Europe,Czechoslovakia,missing,Prague
302,Europe,Czechoslovakia,missing,Prague
303,Europe,Czechoslovakia,missing,Prague
304,Europe,Czechoslovakia,missing,Prague
305,Europe,Czechoslovakia,missing,Pilsen
306,Europe,Czechoslovakia,missing,Nitra
307,Europe,Czechoslovakia,missing,Karlovy Vary
308,Europe,Czechoslovakia,missing,Hermanec
309,Europe,Czechoslovakia,missing,Cheb
310,Europe,Czechoslovakia,missing,Brno
311,Europe,Czechoslovakia,missing,Brno
312,Europe,Czechoslovakia,missing,missing
313,Europe,Czechoslovakia,missing,missing
314,Europe,Czechoslovakia,missing,missing
315,Europe,Czechoslovakia,missing,missing
316,Europe,Czechoslovakia,missing,missing
317,Europe,Danish West Indies,Virgin Islands,St. John
318,Europe,Denmark,North Slesvig,Dybbol
319,Europe,Denmark,missing,Skive
320,Europe,Denmark,missing,Kolding
321,Europe,Denmark,missing,Karlby Sogn
322,Europe,Denmark,missing,Gentofte
323,Europe,Denmark,missing,Copenhagen
324,Europe,Denmark,missing,Copenhagen
325,Europe,Denmark,missing,Copenhagen
326,Europe,Denmark,missing,Copenhagen
327,Europe,Denmark,missing,Copenhagen
328,Europe,Denmark,missing,Copenhagen
329,Europe,Denmark,missing,Copenhagen
330,Europe,Denmark,missing,Copenhagen
331,Europe,Denmark,missing,Copenhagen
332,Europe,Denmark,missing,Copenhagen
333,Europe,Denmark,missing,Copenhagen
334,Europe,Denmark,missing,Copenhagen
335,Europe,Denmark,missing,Copenhagen
336,Europe,Denmark,missing,Copenhagen
337,Europe,Denmark,missing,Ask
338,Europe,Denmark,missing,missing
339,,Dominican Republic,missing,Santo Francisco
340,,Dominican Republic,missing,Santo Domingo
341,,Dominican Republic,missing,Santo Domingo
342,,Dominican Republic,missing,Santo Domingo
343,,Dominican Republic,missing,Santo Domingo
344,,Dominican Republic,missing,Santiago de los Caballeros
345,,Dominican Republic,missing,Santiago
346,,Dominican Republic,missing,Santiago
347,,Dominican Republic,missing,Santiago
348,,Dominican Republic,missing,Bani
349,,Dominican Republic,missing,missing
350,,Dominican Republic,,Santo Domingo
351,North America,East Malaysia,missing,Sarawak
352,South America,Ecuador,missing,Quito
353,South America,Ecuador,missing,Guayaquil
354,Africa,Egypt,missing,Cairo
355,Africa,Egypt,missing,Cairo
356,Africa,Egypt,missing,Cairo
357,Africa,Egypt,missing,Alexandria
358,Africa,Egypt,missing,Alexandria
359,North America,El Salvador,missing,San Salvador
360,North America,El Salvador,missing,San Salvador
361,Europe,England,Cornwall,St. Ives
362,Europe,England,Hertfordshire,Much Hadham
363,Europe,England,Hertfordshire,Hitchin
364,Europe,England,London,missing
365,Europe,England,London,missing
366,Europe,England,Nottinghamshire,Arnold
367,Europe,England,Staffordshire,Blurton
368,Europe,England,West Yorkshire,Bradford
369,Europe,England,Yorkshire,Castleford
370,Europe,England,missing,Yorkshire
371,Europe,England,missing,York
372,Europe,England,missing,York
373,Europe,England,missing,York
374,Europe,England,missing,York
375,Europe,England,missing,Wordsley
376,Europe,England,missing,Woodstock
377,Europe,England,missing,Windsor
378,Europe,England,missing,Winchester
379,Europe,England,missing,Wimbledon
380,Europe,England,missing,Wimbledon
381,Europe,England,missing,Whitby
382,Europe,England,missing,Whitby
383,Europe,England,missing,Wetley Abbey
384,Europe,England,missing,Weston-super-Mare
385,Europe,England,missing,Weston-super-Mare
386,Europe,England,missing,Wendover
387,Europe,England,missing,Warwickshire
388,Europe,England,missing,Warwickshire
389,Europe,England,missing,Warminster
390,Europe,England,missing,Walworth
391,Europe,England,missing,Walton-on-Thames
392,Europe,England,missing,Ventnor
393,Europe,England,missing,Turnham Green
394,Europe,England,missing,Towersey
395,Europe,England,missing,Torquay
396,Europe,England,missing,Tamworth
397,Europe,England,missing,Sway
398,Europe,England,missing,Sutton
399,Europe,England,missing,Surrey
400,Europe,England,missing,Surrey
401,Europe,England,missing,Sunderland
402,Europe,England,missing,Suffolk
403,Europe,England,missing,Sudbury
404,Europe,England,missing,Stoke-on-Trent
405,Europe,England,missing,Staines
406,Europe,England,missing,Staindrop
407,Europe,England,missing,Southampton
408,Europe,England,missing,Southampton
409,Europe,England,missing,South Stoke
410,Europe,England,missing,South Shields
411,Europe,England,missing,Somerstown
412,Europe,England,missing,Somersetshire
413,Europe,England,missing,Skipton
414,Europe,England,missing,Sheffield
415,Europe,England,missing,Sheffield
416,Europe,England,missing,Sheffield
417,Europe,England,missing,Scarborough
418,Europe,England,missing,Scarborough
419,Europe,England,missing,Scarborough
420,Europe,England,missing,Rowland's Castle
421,Europe,England,missing,Richmond
422,Europe,England,missing,Redhill
423,Europe,England,missing,Reading
424,Europe,England,missing,Ramsey
425,Europe,England,missing,Pulborough
426,Europe,England,missing,Pontypool
427,Europe,England,missing,Plympton
428,Europe,England,missing,Plymouth
429,Europe,England,missing,Plymouth
430,Europe,England,missing,Oxford
431,Europe,England,missing,Oxford
432,Europe,England,missing,Ossett
433,Europe,England,missing,Osborne
434,Europe,England,missing,Nottingham
435,Europe,England,missing,Norwich
436,Europe,England,missing,Norwich
437,Europe,England,missing,Norwich
438,Europe,England,missing,Newcastle-on-Tyne
439,Europe,England,missing,Milford
440,Europe,England,missing,Merton
441,Europe,England,missing,Manchester
442,Europe,England,missing,London
443,Europe,England,missing,London
444,Europe,England,missing,London
445,Europe,England,missing,London
446,Europe,England,missing,London
447,Europe,England,missing,London
448,Europe,England,missing,London
449,Europe,England,missing,London
450,Europe,England,missing,London
451,Europe,England,missing,London
452,Europe,England,missing,London
453,Europe,England,missing,London
454,Europe,England,missing,London
455,Europe,England,missing,London
456,Europe,England,missing,London
457,Europe,England,missing,London
458,Europe,England,missing,London
459,Europe,England,missing,London
460,Europe,England,missing,London
461,Europe,England,missing,London
462,Europe,England,missing,London
463,Europe,England,missing,London
464,Europe,England,missing,London
465,Europe,England,missing,London
466,Europe,England,missing,London
467,Europe,England,missing,London
468,Europe,England,missing,London
469,Europe,England,missing,London
470,Europe,England,missing,London
471,Europe,England,missing,London
472,Europe,England,missing,London
473,Europe,England,missing,London
474,Europe,England,missing,London
475,Europe,England,missing,London
476,Europe,England,missing,London
477,Europe,England,missing,London
478,Europe,England,missing,London
479,Europe,England,missing,London
480,Europe,England,missing,London
481,Europe,England,missing,London
482,Europe,England,missing,London
483,Europe,England,missing,London
484,Europe,England,missing,London
485,Europe,England,missing,London
486,Europe,England,missing,London
487,Europe,England,missing,London
488,Europe,England,missing,London
489,Europe,England,missing,London
490,Europe,England,missing,London
491,Europe,England,missing,London
492,Europe,England,missing,London
493,Europe,England,missing,London
494,Europe,England,missing,London
495,Europe,England,missing,London
496,Europe,England,missing,London
497,Europe,England,missing,London
498,Europe,England,missing,London
499,Europe,England,missing,London
500,Europe,England,missing,London
501,Europe,England,missing,London
502,Europe,England,missing,London
503,Europe,England,missing,London
504,Europe,England,missing,London
505,Europe,England,missing,London
506,Europe,England,missing,London
507,Europe,England,missing,London
508,Europe,England,missing,London
509,Europe,England,missing,London
510,Europe,England,missing,London
511,Europe,England,missing,London
512,Europe,England,missing,London
513,Europe,England,missing,London
514,Europe,England,missing,London
515,Europe,England,missing,London
516,Europe,England,missing,London
517,Europe,England,missing,London
518,Europe,England,missing,London
519,Europe,England,missing,London
520,Europe,England,missing,London
521,Europe,England,missing,London
522,Europe,England,missing,London
523,Europe,England,missing,London
524,Europe,England,missing,London
525,Europe,England,missing,London
526,Europe,England,missing,London
527,Europe,England,missing,London
528,Europe,England,missing,London
529,Europe,England,missing,London
530,Europe,England,missing,London
531,Europe,England,missing,London
532,Europe,England,missing,London
533,Europe,England,missing,London
534,Europe,England,missing,London
535,Europe,England,missing,London
536,Europe,England,missing,London
537,Europe,England,missing,London
538,Europe,England,missing,London
539,Europe,England,missing,London
540,Europe,England,missing,London
541,Europe,England,missing,London
542,Europe,England,missing,London
543,Europe,England,missing,London
544,Europe,England,missing,London
545,Europe,England,missing,London
546,Europe,England,missing,London
547,Europe,England,missing,London
548,Europe,England,missing,London
549,Europe,England,missing,London
550,Europe,England,missing,London
551,Europe,England,missing,London
552,Europe,England,missing,London
553,Europe,England,missing,London
554,Europe,England,missing,London
555,Europe,England,missing,London
556,Europe,England,missing,London
557,Europe,England,missing,London
558,Europe,England,missing,London
559,Europe,England,missing,London
560,Europe,England,missing,London
561,Europe,England,missing,London
562,Europe,England,missing,London
563,Europe,England,missing,London
564,Europe,England,missing,London
565,Europe,England,missing,London
566,Europe,England,missing,London
567,Europe,England,missing,London
568,Europe,England,missing,London
569,Europe,England,missing,London
570,Europe,England,missing,London
571,Europe,England,missing,London
572,Europe,England,missing,London
573,Europe,England,missing,London
574,Europe,England,missing,London
575,Europe,England,missing,London
576,Europe,England,missing,London
577,Europe,England,missing,London
578,Europe,England,missing,London
579,Europe,England,missing,London
580,Europe,England,missing,London
581,Europe,England,missing,London
582,Europe,England,missing,London
583,Europe,England,missing,London
584,Europe,England,missing,London
585,Europe,England,missing,London
586,Europe,England,missing,London
587,Europe,England,missing,London
588,Europe,England,missing,London
589,Europe,England,missing,London
590,Europe,England,missing,London
591,Europe,England,missing,London
592,Europe,England,missing,London
593,Europe,England,missing,London
594,Europe,England,missing,London
595,Europe,England,missing,London
596,Europe,England,missing,London
597,Europe,England,missing,London
598,Europe,England,missing,London
599,Europe,England,missing,London
600,Europe,England,missing,London
601,Europe,England,missing,London
602,Europe,England,missing,London
603,Europe,England,missing,London
604,Europe,England,missing,London
605,Europe,England,missing,London
606,Europe,England,missing,London
607,Europe,England,missing,London
608,Europe,England,missing,London
609,Europe,England,missing,London
610,Europe,England,missing,London
611,Europe,England,missing,London
612,Europe,England,missing,London
613,Europe,England,missing,London
614,Europe,England,missing,London
615,Europe,England,missing,London
616,Europe,England,missing,London
617,Europe,England,missing,London
618,Europe,England,missing,London
619,Europe,England,missing,London
620,Europe,England,missing,London
621,Europe,England,missing,London
622,Europe,England,missing,London
623,Europe,England,missing,London
624,Europe,England,missing,London
625,Europe,England,missing,London
626,Europe,England,missing,London
627,Europe,England,missing,London
628,Europe,England,missing,London
629,Europe,England,missing,London
630,Europe,England,missing,London
631,Europe,England,missing,London
632,Europe,England,missing,London
633,Europe,England,missing,London
634,Europe,England,missing,London
635,Europe,England,missing,London
636,Europe,England,missing,London
637,Europe,England,missing,London
638,Europe,England,missing,London
639,Europe,England,missing,London
640,Europe,England,missing,London
641,Europe,England,missing,London
642,Europe,England,missing,London
643,Europe,England,missing,London
644,Europe,England,missing,London
645,Europe,England,missing,London
646,Europe,England,missing,London
647,Europe,England,missing,London
648,Europe,England,missing,London
649,Europe,England,missing,London
650,Europe,England,missing,London
651,Europe,England,missing,London
652,Europe,England,missing,London
653,Europe,England,missing,London
654,Europe,England,missing,London
655,Europe,England,missing,London
656,Europe,England,missing,London
657,Europe,England,missing,Livesey Hall
658,Europe,England,missing,Liverpool
659,Europe,England,missing,Liverpool
660,Europe,England,missing,Liverpool
661,Europe,England,missing,Liverpool
662,Europe,England,missing,Liverpool
663,Europe,England,missing,Liverpool
664,Europe,England,missing,Liverpool
665,Europe,England,missing,Lincolnshire
666,Europe,England,missing,Lincoln
667,Europe,England,missing,Lightcliffe
668,Europe,England,missing,Leicester
669,Europe,England,missing,Leeds
670,Europe,England,missing,Leeds
671,Europe,England,missing,Leeds
672,Europe,England,missing,Leeds
673,Europe,England,missing,Lastingham
674,Europe,England,missing,Lancashire
675,Europe,England,missing,Knightsbridge
676,Europe,England,missing,Kingston-upon-Thames
677,Europe,England,missing,Kingston-upon-Thames
678,Europe,England,missing,Kent
679,Europe,England,missing,Kensington
680,Europe,England,missing,Kendal
681,Europe,England,missing,Ipswich
682,Europe,England,missing,Hull
683,Europe,England,missing,Huddersfield
684,Europe,England,missing,Horncastle
685,Europe,England,missing,Heysham
686,Europe,England,missing,Hertford
687,Europe,England,missing,Haydon Bridge
688,Europe,England,missing,Hastings
689,Europe,England,missing,Harpenden
690,Europe,England,missing,Hampshire
691,Europe,England,missing,Hackney
692,Europe,England,missing,Greenwich
693,Europe,England,missing,Greenwich
694,Europe,England,missing,Greenwich
695,Europe,England,missing,Gloucestershire
696,Europe,England,missing,Gloucester
697,Europe,England,missing,Frome
698,Europe,England,missing,Farnsborough
699,Europe,England,missing,Exmouth
700,Europe,England,missing,Exeter
701,Europe,England,missing,Exeter
702,Europe,England,missing,Etruria
703,Europe,England,missing,Essex
704,Europe,England,missing,Essex
705,Europe,England,missing,Epping
706,Europe,England,missing,East Dean
707,Europe,England,missing,East Bergholt
708,Europe,England,missing,Durham
709,Europe,England,missing,Douglas
710,Europe,England,missing,Doncaster
711,Europe,England,missing,Devon
712,Europe,England,missing,Derby
713,Europe,England,missing,Derby
714,Europe,England,missing,Dalton-le-Furness
715,Europe,England,missing,Croydon
716,Europe,England,missing,Coventry
717,Europe,England,missing,Cornwall
718,Europe,England,missing,Christchurch
719,Europe,England,missing,Chiswick
720,Europe,England,missing,Chester
721,Europe,England,missing,Cheshire
722,Europe,England,missing,Chelsea
723,Europe,England,missing,Chelsea
724,Europe,England,missing,Chelsea
725,Europe,England,missing,Chelmsford
726,Europe,England,missing,Burslem
727,Europe,England,missing,Burford
728,Europe,England,missing,Bude
729,Europe,England,missing,Broomsgrove
730,Europe,England,missing,Brompton
731,Europe,England,missing,Brockenhurst
732,Europe,England,missing,Bristol
733,Europe,England,missing,Bristol
734,Europe,England,missing,Bristol
735,Europe,England,missing,Bristol
736,Europe,England,missing,Bristol
737,Europe,England,missing,Bristol
738,Europe,England,missing,Bristnald's End
739,Europe,England,missing,Brighton
740,Europe,England,missing,Brighton
741,Europe,England,missing,Bredfield
742,Europe,England,missing,Bradford
743,Europe,England,missing,Bournemouth
744,Europe,England,missing,Bournemouth
745,Europe,England,missing,Bolton-le-Moor
746,Europe,England,missing,Bolton
747,Europe,England,missing,Bolton
748,Europe,England,missing,Bolton
749,Europe,England,missing,Bolton
750,Europe,England,missing,Bocking
751,Europe,England,missing,Birmingham
752,Europe,England,missing,Birmingham
753,Europe,England,missing,Birmingham
754,Europe,England,missing,Birmingham
755,Europe,England,missing,Birmingham
756,Europe,England,missing,Birmingham
757,Europe,England,missing,Birmingham
758,Europe,England,missing,Birmingham
759,Europe,England,missing,Birmingham
760,Europe,England,missing,Bedford
761,Europe,England,missing,Bath
762,Europe,England,missing,Bath
763,Europe,England,missing,Bath
764,Europe,England,missing,Bath
765,Europe,England,missing,Bath
766,Europe,England,missing,Barnstaple
767,Europe,England,missing,Barnsley
768,Europe,England,missing,Barnes
769,Europe,England,missing,Alverstoke
770,Europe,England,missing,Ainwick
771,Europe,England,missing,missing
772,Europe,England,missing,missing
773,Europe,England,missing,missing
774,Europe,England,missing,missing
775,Europe,England,missing,missing
776,Europe,England,missing,missing
777,Europe,England,missing,missing
778,Europe,England,missing,missing
779,Europe,England,missing,missing
780,Europe,England,missing,missing
781,Europe,England,missing,missing
782,Europe,England,missing,missing
783,Europe,England,missing,missing
784,Europe,England,missing,missing
785,Europe,England,missing,missing
786,Europe,England,missing,missing
787,Europe,England,missing,missing
788,Europe,England,missing,missing
789,Europe,England,missing,missing
790,Europe,England,missing,missing
791,Europe,England,missing,missing
792,Europe,England,missing,missing
793,Europe,England,missing,missing
794,Europe,England,missing,missing
795,Europe,Ethiopia,missing,Addis Ababa
796,Europe,Finland,missing,Viipuri
797,Europe,Finland,missing,Rantasalmi
798,Europe,Finland,missing,Kirkkonummi
799,Europe,Flanders,Oudenaarde,missing
800,Europe,Flanders,missing,Liege
801,Europe,Flanders,missing,Hulst
802,Europe,Flanders,missing,Antwerp
803,Europe,Flanders,missing,Antwerp
804,Europe,Flanders,missing,Antwerp
805,Europe,France,Alpes-Maritimes,Saint-Paul-de-Vence
806,Europe,France,Alsace,Mulhouse
807,Europe,France,Alsace,missing
808,Europe,France,Basses-Pyrenees,Bayonne
809,Europe,France,Basses-Pyrenees,Bayonne
810,Europe,France,Bourgogne,Chissey en Morvan
